ID	音频	转写结果	标注文本	CER(%)
2319	pos/cmd_2319.wav	对， 红速调到百分之九十。	风速调到百分之九十	22.22
2320	pos/cmd_2320.wav	补血推荐吃哪些食物？	补血推荐吃哪些食物	0.00
2321	pos/cmd_2321.wav	风往上吹。	风往上吹	0.00
2322	pos/cmd_2322.wav	真毁了他的生活。	给我讲古风音乐频道	100.00
2323	pos/cmd_2323.wav	先选同时水饮。	防直吹	200.00
2324	pos/cmd_2324.wav	给我讲美军音乐频道。	给我讲古风音乐频道	22.22
2325	pos/cmd_2325.wav	控制调的自动模式。	空调调到自动模式	37.50
2326	pos/cmd_2326.wav	风速调到自动。	风速调到自动	0.00
2327	pos/cmd_2327.wav	监筑用具。	降低温度	100.00
2328	pos/cmd_2328.wav	价格出现反弹。	风向左吹	150.00
2329	pos/cmd_2329.wav	开启制热模式。	开启制热模式	0.00
2330	pos/cmd_2330.wav	还比较快， 那一下是什么东西确实。	白内障吃什么合适	150.00
2331	pos/cmd_2331.wav	开到二十四度嗯，	开到二十四度	16.67
2332	pos/cmd_2332.wav	五天的间间大放一狙身高手。	播放女神的贴身高手	100.00
2333	pos/cmd_2333.wav	输给美国之后， 实际上，	空调二十一度	150.00
2334	pos/cmd_2334.wav	双潢地产的主要，	风往右吹	175.00
2335	pos/cmd_2335.wav	应该决定吃什么， 可以自己一度打算在，	吃什么可以防辐射	137.50
2336	pos/cmd_2336.wav	播放大红妈妈精心讲绘本。	播放大红妈妈精心讲绘本	0.00
2337	pos/cmd_2337.wav	八、 开启厨师模式三年级。	开启除湿模式	100.00
2338	pos/cmd_2338.wav	关闭屏幕。	关闭屏幕	0.00
2339	pos/cmd_2339.wav	关机空调没，	关机空调	25.00
2340	pos/cmd_2340.wav	更年期少少吃什么？	更年期要少吃什么	12.50
2341	pos/cmd_2341.wav	往上吹， 帮我把，	往上吹	100.00
2342	pos/cmd_2342.wav	正面对抗发育。	正面对人吹	60.00
2343	pos/cmd_2343.wav	打开省电模式。	打开省电模式	0.00
2344	pos/cmd_2344.wav	三千零九十厘米看看吗？	骨质疏松不适宜吃什么	100.00
2345	pos/cmd_2345.wav	往 o 力往左推。	风往左吹	100.00
2346	pos/cmd_2346.wav	大点还有，	大点风	66.67
2347	pos/cmd_2347.wav	零分钟听到五次。	开启睡眠模式	116.67
2348	pos/cmd_2348.wav	腹泻不建议吃哪些食物？	腹泻不建议吃哪些食物	0.00
2349	pos/cmd_2349.wav	不过仅仅为，	温度二十三	100.00
2350	pos/cmd_2350.wav	尴尬的情不能让别，	关下空调	200.00
2351	pos/cmd_2351.wav	告诉我怎么让居民真正了解。	告诉我怎么拆滤网	87.50
2352	pos/cmd_2352.wav	吃什么有利于脂肪肝？	吃什么有利于脂肪肝	0.00
2353	pos/cmd_2353.wav	打开日风。	打开热风	25.00
2354	pos/cmd_2354.wav	开到十七度。	开到十七度	0.00
2355	pos/cmd_2355.wav	股权基金的正式法律法规。 大陆，	播放恐龙大陆	183.33
2356	pos/cmd_2356.wav	关关节能模式虽，	关掉节能模式	33.33
2357	pos/cmd_2357.wav	播放女神的贴身高手。	播放女神的贴身高手	0.00
2358	pos/cmd_2358.wav	调高到二十一。	风速调低一点	100.00
2359	pos/cmd_2359.wav	开开空调。	开开空调	0.00
2360	pos/cmd_2360.wav	夏秋风，	下出风	66.67
2361	pos/cmd_2361.wav	关掉自启一声。	关掉智清洁	80.00
2362	pos/cmd_2362.wav	连人员部速降低人误感。	风速降低	175.00
2363	pos/cmd_2363.wav	ECO 模式，	ECO模式	0.00
2364	pos/cmd_2364.wav	给我讲财经大事件。	给我讲财经大事件	0.00
2365	pos/cmd_2365.wav	给我讲三百六十五读， 他说跟科学。	给我讲三百六十五读书	50.00
2366	pos/cmd_2366.wav	风速调到百分之二十。	风速调到百分之二十	0.00
2367	pos/cmd_2367.wav	常温调二十四度五度。	把温度调到二十四度	55.56
2368	pos/cmd_2368.wav	播放睡情山东地语。	播放睡前故事	83.33
2369	pos/cmd_2369.wav	播放盖世英雄原创音乐。	播放盖世音雄原创音乐	10.00
2370	pos/cmd_2370.wav	已经到了历史最高点。	把空调关上	180.00
2371	pos/cmd_2371.wav	一起又歌曲童心。	给我放劲爆歌曲	100.00
2372	pos/cmd_2372.wav	小录播荣的凯凯旋。	播放荣耀的凯旋	71.43
2373	pos/cmd_2373.wav	我们都写到二十六分钟。	把温度调到二十六度	66.67
2374	pos/cmd_2374.wav	脚气适合吃的。	脚气适合吃什么	28.57
2375	pos/cmd_2375.wav	直睡我今天的心情不好。	吃什么有利于防辐射	111.11
2376	pos/cmd_2376.wav	播放我爸爸， 我妈妈。	播放我爸爸我妈妈	0.00
2377	pos/cmd_2377.wav	打开省电模式。	打开省电模式	0.00
2378	pos/cmd_2378.wav	开启抽视模式。	开启抽湿模式	16.67
2379	pos/cmd_2379.wav	月亮说， 哪些食物需要记流？ 青云？	产妇哪些食物需要忌口	70.00
2380	pos/cmd_2380.wav	你知道我们有同样的视频欢乐， 搜狐娱乐讯。	播放原声大碟欢乐好声音	145.45
2381	pos/cmd_2381.wav	风速调到最高。	风速调到最高	0.00
2382	pos/cmd_2382.wav	关掉节能模式。	关掉节能模式	0.00
2383	pos/cmd_2383.wav	防直吹。	防直吹	0.00
2384	pos/cmd_2384.wav	关掉节能模式。	关掉节能模式	0.00
2385	pos/cmd_2385.wav	视为低档空调。	关一下空调	80.00
2386	pos/cmd_2386.wav	吃什么有利于防蚊需要吧？ AM，	吃什么有利于防辐射	66.67
2387	pos/cmd_2387.wav	吃什么有利于按多点开花？	吃什么有利于安胎	62.50
2388	pos/cmd_2388.wav	开到三十度。	开到三十度	0.00
2389	pos/cmd_2389.wav	播放卡尔经典绘本音频，	播放卡尔经典绘本音频	0.00
2390	pos/cmd_2390.wav	关闭节能模式。	关闭节能模式	0.00
2391	pos/cmd_2391.wav	是什么适合给女亲亲？	吃什么适合哺乳期	62.50
2392	pos/cmd_2392.wav	空调开启。	空调开启	0.00
2393	pos/cmd_2393.wav	吃什么适合节脂？	吃什么适合解酒	28.57
2394	pos/cmd_2394.wav	正式实现。	开开空调	100.00
2395	pos/cmd_2395.wav	播放十大样板戏经选集。	播放十大样板戏精选集	10.00
2396	pos/cmd_2396.wav	零一高血糖要吃什么导导店？	高血糖要吃什么好	62.50
2397	pos/cmd_2397.wav	开到二十七度。	开到二十七度	0.00
2398	pos/cmd_2398.wav	以下书双不适宜致什么？ 谢谢。	骨质疏松不适宜吃什么	70.00
2399	pos/cmd_2399.wav	风往中间吹。	风往中间吹	0.00
2400	pos/cmd_2400.wav	排球联赛改革， 下期的手脚音乐生活中。	播放正能量纯音乐	175.00
2401	pos/cmd_2401.wav	打开少女侦探，	打开显示屏	80.00
2402	pos/cmd_2402.wav	开启执行节二十。	开启智清洁	100.00
2403	pos/cmd_2403.wav	电信 v vip，	防直吹模式	120.00
2404	pos/cmd_2404.wav	开到二十三度。	开到二十三度	0.00
2405	pos/cmd_2405.wav	给我放下一个歌。	给我放下一个路口	25.00
2406	pos/cmd_2406.wav	给我讲万万没想可数。	给我讲万万妹想到	37.50
2407	pos/cmd_2407.wav	防直吹。	防直吹	0.00
2408	pos/cmd_2408.wav	防脱发推荐吃哪些食物？	防脱发推荐吃哪些食物	0.00
2409	pos/cmd_2409.wav	打开一些模式。	打开ECO模式	42.86
2410	pos/cmd_2410.wav	红薯，	风速调到最大	100.00
2411	pos/cmd_2411.wav	功夫防成品， 马良中继。	播放神笔马良	116.67
2412	pos/cmd_2412.wav	风数二十，	风速二十	25.00
2413	pos/cmd_2413.wav	开到十六度。	开到十六度	0.00
2414	pos/cmd_2414.wav	播放魔剑少年。	播放磨剑少年	16.67
2415	pos/cmd_2415.wav	风速调自动，	风速调自动	0.00
2416	pos/cmd_2416.wav	开启自动模式。	开启自动模式	0.00
2417	pos/cmd_2417.wav	风速调小一点。	风速调小一点	0.00
2418	pos/cmd_2418.wav	播放赵本山的卖车。	播放赵本山的卖车	0.00
2419	pos/cmd_2419.wav	开房直吹。	开防直吹	25.00
2420	pos/cmd_2420.wav	把温度调到二十四度。	把温度调到二十四度	0.00
2421	pos/cmd_2421.wav	播放我爸爸， 我妈妈。	播放我爸爸我妈妈	0.00
2422	pos/cmd_2422.wav	杨梅酱不适合吃什么。	高血脂不适合吃什么	33.33
2423	pos/cmd_2423.wav	开到二十度，	开到二十度	0.00
2424	pos/cmd_2424.wav	对此， 宋小宝遗憾的时候，	打开ECO模式	142.86
2425	pos/cmd_2425.wav	打开左右点技术。	打开左右风	60.00
2426	pos/cmd_2426.wav	拆滤网， 我想听首歌。	拆滤网的步骤	83.33
2427	pos/cmd_2427.wav	为什么可以补写三比零？	吃什么可以补铁	71.43
2428	pos/cmd_2428.wav	少狼的演言， 我爸爸， 我妈妈冷冻温度。	播放我爸爸我妈妈	112.50
2429	pos/cmd_2429.wav	把温度调到二十三度。	把温度调到二十三度	0.00
2430	pos/cmd_2430.wav	猛干香油。	风摆向右	100.00
2431	pos/cmd_2431.wav	KH 但，	打开ECO模式	100.00
2432	pos/cmd_2432.wav	播放寻找快活的永子。	播放寻找快活林完	37.50
2433	pos/cmd_2433.wav	腹泻吃什么食物有好处？	腹泻吃什么食物有好处	0.00
2434	pos/cmd_2434.wav	防脱发推荐吃哪些食物？	防脱发推荐吃哪些食物	0.00
2435	pos/cmd_2435.wav	让人看清楚是下一个也。	打开无风模式	166.67
2436	pos/cmd_2436.wav	在济边寒问我想听。	科技不怕问我想听	50.00
2437	pos/cmd_2437.wav	低年期不适合吃什么？	更年期不适合吃什么	11.11
2438	pos/cmd_2438.wav	吃什么可以明目？	吃什么可以明目	0.00
2439	pos/cmd_2439.wav	进去之后拿下的第二个指引往下冲。	开启左右摆风	250.00
2440	pos/cmd_2440.wav	播放巴赫初级钢琴曲。	播放巴赫初级钢琴曲	0.00
2441	pos/cmd_2441.wav	书房的 BECO 模式申请，	关闭ECO模式	85.71
2442	pos/cmd_2442.wav	科学声音隆萌阵， 我想听。	科学声音龙门阵我想听	20.00
2443	pos/cmd_2443.wav	配的是八百八十。	开到十八度	120.00
2444	pos/cmd_2444.wav	得到一个技有意思。 我想作为电，	科技有意思我想听	87.50
2445	pos/cmd_2445.wav	开启质控温。	开启智控温	20.00
2446	pos/cmd_2446.wav	开启自动来一手。	开启自动模式	50.00
2447	pos/cmd_2447.wav	关下空调。	关下空调	0.00
2448	pos/cmd_2448.wav	打开草房。	打开扫风	50.00
2449	pos/cmd_2449.wav	我喜欢入睡模式。	开启防直吹模式	71.43
2450	pos/cmd_2450.wav	我想听泡沫不怕困， 我想听，	科技不怕问我想听	75.00
2451	pos/cmd_2451.wav	九零后的你眼神，	开启抽湿模式	116.67
2452	pos/cmd_2452.wav		给我放下一个路口	100.00
2453	pos/cmd_2453.wav	把温度调到三十度。	把温度调到三十度	0.00
2454	pos/cmd_2454.wav	把温度调到十九度。	把温度调到十九度	0.00
2455	pos/cmd_2455.wav	高血糖要吃什么？ 含有，	高血糖要吃什么好	25.00
2456	pos/cmd_2456.wav	十二月， 电区的深港遇到消息。	黑发哪些食物需要忌口	120.00
2457	pos/cmd_2457.wav	播放苦命人。	播放苦命人	0.00
2458	pos/cmd_2458.wav	右边吹。	右边吹	0.00
2459	pos/cmd_2459.wav	你说不加高？	风速调高	100.00
2460	pos/cmd_2460.wav	开启左右风。	开启左右风	0.00
2461	pos/cmd_2461.wav	吃什么可以防辐作？	吃什么可以防辐射	12.50
2462	pos/cmd_2462.wav	吃什么有利于儿童？	吃什么有利于儿童	0.00
2463	pos/cmd_2463.wav	吃什么适合舒缓压力？	吃什么适合舒缓压力	0.00
2464	pos/cmd_2464.wav	对海猫服务需要聚口。	黑发哪些食物需要忌口	70.00
2465	pos/cmd_2465.wav	陆数播放一千零一夜投资企业的事实。	播放一千零一夜故事	88.89
2466	pos/cmd_2466.wav	中年期不适宜吃什么。	更年期不适宜吃什么	11.11
2467	pos/cmd_2467.wav	高领棉裙，	开到二十一度	100.00
2468	pos/cmd_2468.wav	基金的有关指导。	关闭显示屏	140.00
2469	pos/cmd_2469.wav	你问题题， 铁吃什么好？ 八十，	补铁吃什么好	100.00
2470	pos/cmd_2470.wav	那进入挑选人品。	把风速调小一点	100.00
2471	pos/cmd_2471.wav	我们的倾霞交易市场，	开防直吹	225.00
2472	pos/cmd_2472.wav	把温度调到二十三度。	把温度调到二十三度	0.00
2473	pos/cmd_2473.wav	低音像调到上边。	风向调到上边	50.00
2474	pos/cmd_2474.wav	往中间吹。	往中间吹	0.00
2475	pos/cmd_2475.wav	关掉无风感。	关掉无风感	0.00
2476	pos/cmd_2476.wav	八点一天晚上上你在睡觉。	播放费烟的民谣	157.14
2477	pos/cmd_2477.wav	儿童不能吃什么？	儿童不能吃什么	0.00
2478	pos/cmd_2478.wav	那之后， 如风百度百度，	无风感	266.67
2479	pos/cmd_2479.wav	关机空调，	关机空调	0.00
2480	pos/cmd_2480.wav	房子是二十万豪宅。	开到二十八度	100.00
2481	pos/cmd_2481.wav	看到二十八一个高度。	开到二十八度	66.67
2482	pos/cmd_2482.wav	交面积同比上涨百分之四十。	腹泻适宜吃什么	171.43
2483	pos/cmd_2483.wav	风量最大。	风量最大	0.00
2484	pos/cmd_2484.wav	来看这种东西不可以吃什么德果。	便秘不可以吃什么	100.00
2485	pos/cmd_2485.wav	高速调机。	风速调低	50.00
2486	pos/cmd_2486.wav	大大毕业后， 在保定家育的孩子。	吃什么有利于皮肤粗糙	130.00
2487	pos/cmd_2487.wav	打开香港通。	打开上下风	60.00
2488	pos/cmd_2488.wav	打控一手中华的。	把空调关上	140.00
2489	pos/cmd_2489.wav	给我放劲爆歌曲。	给我放劲爆歌曲	0.00
2490	pos/cmd_2490.wav	关掉无风感。	关掉无风感	0.00
2491	pos/cmd_2491.wav	把工程工具展示一下。	把空调关闭	160.00
2492	pos/cmd_2492.wav	高等专业学校第三附属，	开屏幕	333.33
2493	pos/cmd_2493.wav	科技美学， 我想听。	科技美学我想听	0.00
2494	pos/cmd_2494.wav	扁不炸锅了。	高速风	166.67
2495	pos/cmd_2495.wav	播放温妮女巫魔法绘本。	播放温妮女巫魔法绘本	0.00
2496	pos/cmd_2496.wav	弘扬中国传统武术文化。	风速调到百分之四十	111.11
2497	pos/cmd_2497.wav	吃什么有利于儿童？	吃什么有利于儿童	0.00
2498	pos/cmd_2498.wav	关闭省电模式。	关闭省电模式	0.00
2499	pos/cmd_2499.wav	把温度调到二十二度。	把温度调到二十二度	0.00
2500	pos/cmd_2500.wav	开启左右满分。	开启左右摆风	33.33
2501	pos/cmd_2501.wav	黑发是什么？ 好， 二套。	黑发吃什么好	50.00
2502	pos/cmd_2502.wav	通向下水时。	风向下吹	75.00
2503	pos/cmd_2503.wav	推最推崇的运动之一。	把风速调到最大	128.57
2504	pos/cmd_2504.wav	信息产业的物质基础。	关闭省电模式	150.00
2505	pos/cmd_2505.wav	把温度调到二十二度。	把温度调到二十二度	0.00
2506	pos/cmd_2506.wav	把空调关闭三箱入。	把空调关闭	60.00
2507	pos/cmd_2507.wav	出台了农村救市政策。	胆固醇高不能吃什么	100.00
2508	pos/cmd_2508.wav	把温度调到二十三度。	把温度调到二十三度	0.00
2509	pos/cmd_2509.wav	开到二十八度。	开到二十八度	0.00
2510	pos/cmd_2510.wav	健身吃什么好？	健身吃什么好	0.00
2511	pos/cmd_2511.wav	风速调高一点。	风速调高一点	0.00
2512	pos/cmd_2512.wav	黑发适合吃什么食物？	黑发适合吃什么食物	0.00
2513	pos/cmd_2513.wav	高血压不推荐高收购。	高血压不推荐吃什么	33.33
2514	pos/cmd_2514.wav	把温度调到二十六度。	把温度调到二十六度	0.00
2515	pos/cmd_2515.wav		风往左吹	100.00
2516	pos/cmd_2516.wav	无盐关次调低。	风速调低	100.00
2517	pos/cmd_2517.wav	分享右手机。	风向右吹	100.00
2518	pos/cmd_2518.wav	冯先生家的。	风向向下	125.00
2519	pos/cmd_2519.wav	风速调到最道中。	风速调到最大风	28.57
2520	pos/cmd_2520.wav	开了二十八刀。	开到二十八度	33.33
2521	pos/cmd_2521.wav	风小一点。	风小一点	0.00
2522	pos/cmd_2522.wav	刺激的老路是弱三百一千， 可以，	开启制热模式	216.67
2523	pos/cmd_2523.wav	播放荣耀的凯旋。	播放荣耀的凯旋	0.00
2524	pos/cmd_2524.wav	竭尽力尽， 请支支持。	便秘不可以吃什么	100.00
2525	pos/cmd_2525.wav	华为手机有什么是哪三三 l，	高血糖适合吃哪些食物	110.00
2526	pos/cmd_2526.wav	分速调到百分之九十。	风速调到百分之九十	11.11
2527	pos/cmd_2527.wav	最大音量，	最大风量	25.00
2528	pos/cmd_2528.wav	计划上下调到边会。	风向调到左边	100.00
2529	pos/cmd_2529.wav	空调调到十七度。	空调调到十七度	0.00
2530	pos/cmd_2530.wav	哺乳期不能吃什么？ 六十五，	哺乳期不能吃什么	37.50
2531	pos/cmd_2531.wav	智慧建材家居展会办的更好。	播放磨剑少年	200.00
2532	pos/cmd_2532.wav	儿童吃什么好。	儿童吃什么好	0.00
2533	pos/cmd_2533.wav	书籍有同时出理， 他在收集不，	开启防直吹模式	171.43
2534	pos/cmd_2534.wav	儿童适合吃什么？	儿童适合吃什么	0.00
2535	pos/cmd_2535.wav	的蒸蛋光型。	播放聊音乐	100.00
2536	pos/cmd_2536.wav	学校播放和妈妈童谣狂奔。	播放鹅妈妈童谣黄本	55.56
2537	pos/cmd_2537.wav	开到三十度。	开到三十度	0.00
2538	pos/cmd_2538.wav	风量为什么调到最大？	风量调到最大	50.00
2539	pos/cmd_2539.wav	十四比二十五和十八比二十五。	风往右吹	325.00
2540	pos/cmd_2540.wav	感冒不可以吃什么？	感冒不可以吃什么	0.00
2541	pos/cmd_2541.wav	光屏险。	关屏显	66.67
2542	pos/cmd_2542.wav	可以播放。 他们认为中介，	播放胖哥电影说	114.29
2543	pos/cmd_2543.wav	出风口设置最右侧。	出风口设置最右	14.29
2544	pos/cmd_2544.wav	吃什么可以防辐射？	吃什么可以防辐射	0.00
2545	pos/cmd_2545.wav	开到十九度十度。	开到十九度	40.00
2546	pos/cmd_2546.wav	郑州房东，	降低风量	100.00
2547	pos/cmd_2547.wav	开启测试模式。	开启抽湿模式	33.33
2548	pos/cmd_2548.wav	风速四十，	风速四十	0.00
2549	pos/cmd_2549.wav	整车制造工，	降低一度	125.00
2550	pos/cmd_2550.wav	关移一下支付。	关一下空调	60.00
2551	pos/cmd_2551.wav	你不把他们当，	关掉空调	150.00
2552	pos/cmd_2552.wav	开启五风干，	开启无风感	40.00
2553	pos/cmd_2553.wav	那些事宜指什么？	腹泻适宜吃什么	57.14
2554	pos/cmd_2554.wav	儿童有什么饮食？ 机具？	儿童有什么饮食禁忌	22.22
2555	pos/cmd_2555.wav	备孕有什么饮食禁忌？	备孕有什么饮食禁忌	0.00
2556	pos/cmd_2556.wav	递交了上市后首份成绩单。	讲个名人故事吧	157.14
2557	pos/cmd_2557.wav	吃哪些食物有利于产妇？	吃哪些食物有利于产妇	0.00
2558	pos/cmd_2558.wav	放肆他家。	风速调小	100.00
2559	pos/cmd_2559.wav	以往即将在全国排名，	护发吃什么好	150.00
2560	pos/cmd_2560.wav	二七五四三七。	播放我爱幼儿园全	100.00
2561	pos/cmd_2561.wav	跳到二十九度。 对。	开到二十九度	33.33
2562	pos/cmd_2562.wav	出风口设置退锁。	出风口设置最左	28.57
2563	pos/cmd_2563.wav	这个我现备。	启动制冷模式	100.00
2564	pos/cmd_2564.wav	主语打开屏幕都，	打开屏幕	75.00
2565	pos/cmd_2565.wav	当年期不适宜吃什么？	更年期不适宜吃什么	11.11
2566	pos/cmd_2566.wav	这里或增姿阔骨。	把风速调小一点	100.00
2567	pos/cmd_2567.wav	长沙身高一度，	升高一度	75.00
2568	pos/cmd_2568.wav	丰富非常大。	风速最大	100.00
2569	pos/cmd_2569.wav	把温度调到二十度。	把温度调到二十度	0.00
2570	pos/cmd_2570.wav	地方播放木花重合作用。	播放落花成泥	116.67
2571	pos/cmd_2571.wav	人员联合工会，	打开显示屏	120.00
2572	pos/cmd_2572.wav	少年锤。	上边吹	100.00
2573	pos/cmd_2573.wav	打开信访模式。 所以，	打开新风模式	66.67
2574	pos/cmd_2574.wav	接受康熙撤封。	出现异常声响	100.00
2575	pos/cmd_2575.wav	播放我爸爸， 我妈妈。	播放我爸爸我妈妈	0.00
2576	pos/cmd_2576.wav	关闭省电模式。	关闭省电模式	0.00
2577	pos/cmd_2577.wav	把温度调到， 现在放在前列。	把温度调到十七度	75.00
2578	pos/cmd_2578.wav	吃哪些食物有利于产妇？	吃哪些食物有利于产妇	0.00
2579	pos/cmd_2579.wav	把温度调到二十七度。	把温度调到二十七度	0.00
2580	pos/cmd_2580.wav	要跳到厨师模式。	调到除湿模式	66.67
2581	pos/cmd_2581.wav	九幺六二十五度一三。	温度二十五度	83.33
2582	pos/cmd_2582.wav	空调调到除湿模式。	空调调到除湿模式	0.00
2583	pos/cmd_2583.wav	就是你的百分之六十。	风速调到百分之六十	44.44
2584	pos/cmd_2584.wav	取消 ECO 模式。	取消ECO模式	0.00
2585	pos/cmd_2585.wav	巨大的组物吧。	放首歌吧	125.00
2586	pos/cmd_2586.wav	纪梵希的食物有哪些？	富含硒的食物有哪些	33.33
2587	pos/cmd_2587.wav	汉州市的中学，	把空调关上	120.00
2588	pos/cmd_2588.wav	反复推荐吃哪些食物？	产妇推荐吃哪些食物	22.22
2589	pos/cmd_2589.wav	补血推荐吃哪些食物？	补血推荐吃哪些食物	0.00
2590	pos/cmd_2590.wav	储备风俗简写，	风速减小	125.00
2591	pos/cmd_2591.wav	风扇调到左边。	风向调到左边	16.67
2592	pos/cmd_2592.wav	取消省电模式。	取消省电模式	0.00
2593	pos/cmd_2593.wav	地图，	关屏显	100.00
2594	pos/cmd_2594.wav	播放小飞鱼儿。	播放小飞鱼二	16.67
2595	pos/cmd_2595.wav	就能实现的。	关下空调	125.00
2596	pos/cmd_2596.wav	方向调到中间。	风向调到中间	16.67
2597	pos/cmd_2597.wav	播放病人早教吃干货一线。	播放育儿早教纯干货分享	45.45
2598	pos/cmd_2598.wav	把温度调到二十度。	把温度调到二十度	0.00
2599	pos/cmd_2599.wav	冯小熊的衣领。	风向调到右边	100.00
2600	pos/cmd_2600.wav	食脂含热量的食物有哪些？ 般？	富含热量的食物有哪些	30.00
2601	pos/cmd_2601.wav	播放盖世英雄原创音乐。	播放盖世音雄原创音乐	10.00
2602	pos/cmd_2602.wav	开发投资三亿元。	播放小飞鱼二	116.67
2603	pos/cmd_2603.wav	开到二十二投资。	开到二十二度	33.33
2604	pos/cmd_2604.wav	发给群里吧。	关闭屏幕	125.00
2605	pos/cmd_2605.wav	纺织吹模式。	防直吹模式	40.00
2606	pos/cmd_2606.wav	开封去市场采购。	开防直吹	150.00
2607	pos/cmd_2607.wav	七六幺到二四三六九。	调到送风模式	133.33
2608	pos/cmd_2608.wav	温度二十六度。	温度二十六度	0.00
2609	pos/cmd_2609.wav	张国伟打开屏幕，	打开屏幕	75.00
2610	pos/cmd_2610.wav	攻速调到最高。	风速调到最高	16.67
2611	pos/cmd_2611.wav	解开到二十九度啊。	开到二十九度	33.33
2612	pos/cmd_2612.wav	儿童适合吃什么？	儿童适合吃什么	0.00
2613	pos/cmd_2613.wav	吃什么适合解酒。	吃什么适合解酒	0.00
2614	pos/cmd_2614.wav	开到二十九度，	开到二十九度	0.00
2615	pos/cmd_2615.wav	空调十十八度。	空调十八度	20.00
2616	pos/cmd_2616.wav	关掉无风模式。	关掉无风模式	0.00
2617	pos/cmd_2617.wav	关平贤，	关屏显	66.67
2618	pos/cmd_2618.wav	开到二。	开到二十七度	50.00
2619	pos/cmd_2619.wav	话转切屏幕给，	开屏幕	133.33
2620	pos/cmd_2620.wav	开启车身模式。	开启抽湿模式	33.33
2621	pos/cmd_2621.wav	哪些食物有利于腹泻？	吃哪些食物有利于腹泻	10.00
2622	pos/cmd_2622.wav	我出来做 BAT。	播放专注	175.00
2623	pos/cmd_2623.wav	甘肃新区，	风速三十	100.00
2624	pos/cmd_2624.wav	关闭显示屏。	关闭显示屏	0.00
2625	pos/cmd_2625.wav		播放一千零一夜故事	100.00
2626	pos/cmd_2626.wav	关闭新风模式。	关闭新风模式	0.00
2627	pos/cmd_2627.wav	关掉空调。	关掉空调	0.00
2628	pos/cmd_2628.wav	出风口设置最右。	出风口设置最右	0.00
2629	pos/cmd_2629.wav	便秘适宜吃什么？	便秘适宜吃什么	0.00
2630	pos/cmd_2630.wav	是他们已经成功走出。	开左右风	225.00
2631	pos/cmd_2631.wav	开启一些之鹰。	开启ECO	80.00
2632	pos/cmd_2632.wav	速速不会低于行业增长速度。	关闭省电模式	200.00
2633	pos/cmd_2633.wav	开二十六个，	往上扫风	125.00
2634	pos/cmd_2634.wav	海逸军房地产研究员。	骨质疏松不适宜吃什么	100.00
2635	pos/cmd_2635.wav	把温度调到二十一度。	把温度调到二十一度	0.00
2636	pos/cmd_2636.wav	播放小球心明月兔字歌。	播放小球听民乐数字歌	40.00
2637	pos/cmd_2637.wav	就已经哺乳期要上吃。	哺乳期要少吃什么	75.00
2638	pos/cmd_2638.wav	风速开到最小。	风速开到最小	0.00
2639	pos/cmd_2639.wav	这些机构可能面临法律风险。	吃什么适合慢性疲劳	133.33
2640	pos/cmd_2640.wav	你找本有什么事？	打开睡眠模式	116.67
2641	pos/cmd_2641.wav	大数据已经开始成为很多企业。	打开显示屏	240.00
2642	pos/cmd_2642.wav	房价吃什么有利于祛斑？	吃什么有利于祛斑	25.00
2643	pos/cmd_2643.wav		给我讲财经大事件	100.00
2644	pos/cmd_2644.wav	吃什么有利于防辐射？	吃什么有利于防辐射	0.00
2645	pos/cmd_2645.wav	高血压不适宜吃什么？	高血压不适宜吃什么	0.00
2646	pos/cmd_2646.wav	打开省电模式。	打开省电模式	0.00
2647	pos/cmd_2647.wav	患者的屏幕。	打开屏幕	75.00
2648	pos/cmd_2648.wav	播放诺红线电话筒。	播放偶像电话亭	57.14
2649	pos/cmd_2649.wav	防直催。	防直吹	33.33
2650	pos/cmd_2650.wav	开启防直吹模式。	开启防直吹模式	0.00
2651	pos/cmd_2651.wav	播放俄企会积极调整推翻节奏。	播放鹅妈妈童谣黄本	122.22
2652	pos/cmd_2652.wav	富含硒的食物有哪些？	富含硒的食物有哪些	0.00
2653	pos/cmd_2653.wav	我只是你是，	防直吹模式	100.00
2654	pos/cmd_2654.wav	开启关抽插模式。 c，	开启抽湿模式	50.00
2655	pos/cmd_2655.wav	上上学具床布。	播放绝句唐杜甫	100.00
2656	pos/cmd_2656.wav	备孕不推荐是什么？	备孕不推荐吃什么	12.50
2657	pos/cmd_2657.wav	吃什么适合慢性疲劳？	吃什么适合慢性疲劳	0.00
2658	pos/cmd_2658.wav	播放小桥， 听明月数之歌。	播放小球听民乐数字歌	40.00
2659	pos/cmd_2659.wav	内顶尖选手参赛。	空调十八度	140.00
2660	pos/cmd_2660.wav	马来西的食物有哪些？	富含硒的食物有哪些	33.33
2661	pos/cmd_2661.wav	如何保持它的高端定位？	开机空调	250.00
2662	pos/cmd_2662.wav	关掉最新风。	关掉智清洁	60.00
2663	pos/cmd_2663.wav	吃食物需要借鉴。	产妇哪些食物需要忌口	60.00
2664	pos/cmd_2664.wav	风向左吹。	风向左吹	0.00
2665	pos/cmd_2665.wav	分寸比较小于，	风速调最小	100.00
2666	pos/cmd_2666.wav	风本向右边嗯。	风摆向右边	40.00
2667	pos/cmd_2667.wav	把温度调到二十一度。	把温度调到二十一度	0.00
2668	pos/cmd_2668.wav	防脱发推荐吃哪些食物？	防脱发推荐吃哪些食物	0.00
2669	pos/cmd_2669.wav	少儿版红楼梦，	播放少儿版红楼梦	25.00
